text,place,place_num,area,area_num,latlon
Άνθρωπος αγράμματος ξύλον απελέκητο,"{'Μικρά Ασία>Κυδωνία', 'Κύπρος>Λευκόνοικο', 'Κρήτη', 'Νάξος>Απείρανθος', 'Μικρά Ασία>Σαμψούντα'}",5,"{'Κύπρος', 'Κρήτη', 'Νάξος', 'Μικρά Ασία'}",4,"[(34.9823018, 33.1451285), (35.3084952, 24.46334231842296), (37.06001045, 25.47075670857837), (38.1846366, 23.5122768)]"
Άνθρωπος αγράμματος ξύλον απελέκητον,"{'Μικρά Ασία>Σινώπη', 'Φιλιππούπολη', 'Κύπρος>Λευκόνοικο', 'Θράκη>Σηλυβρία', 'Πόντος>Χαλδία', 'Πόντος'}",6,"{'Κύπρος', 'Φιλιππούπολη', 'Μικρά Ασία', 'Θράκη', 'Πόντος'}",5,"[(34.9823018, 33.1451285), (39.6327644, 22.3965233), (38.1846366, 23.5122768), (40.8464241, 25.8759377), (40.0850088, 23.9775837)]"
"Άνθρωπος αγράμματος, ξύλο απελέκητο","{'Ανδρίτσαινα Ολυμπίου', 'Λακωνία>Σπάρτη', 'Νίσυρος>Νικειά', 'Ρούμελη'}",4,"{'Ανδρίτσαινα Ολυμπίου', 'Νίσυρος', 'Λακωνία', 'Ρούμελη'}",4,"[(37.4838364, 21.9055326), (36.58904575, 27.16918402255752), (36.76027945, 22.79046431389755), (35.4049682, 24.7001033)]"
"Άνθρωπος αγράμματος, ξύλον απελέκητο","{'Κρήτη>Ινναχώριο>Περιβόλια', 'Νάξος>Απείρανθος'}",2,"{'Κρήτη', 'Νάξος'}",2,"[(35.3084952, 24.46334231842296), (37.06001045, 25.47075670857837)]"
"Άνθρωπος αγράμματος, ξύλον απελέκητον","{'Θράκη>Πετροχώρι Μετρών', 'Αχαΐα>Πάτρα'}",2,"{'Θράκη', 'Αχαΐα'}",2,"[(40.8464241, 25.8759377), (38.0692748, 21.87273042232539)]"
Άνθρωπος ανθρώπου 'μοιάζει και το πράμα του πραμάτου,"{'Ήπειρος', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Ήπειρος'}",2,"[(38.0692748, 21.87273042232539), (37.9574332, 23.7108518)]"
Άνθρωπος ανθρώπου μοιάζει και το πράμα του πραμάτου,"{'Κάλυμνος', 'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",3,"{'Αχαΐα', 'Κάλυμνος', 'Κεφαλληνία'}",3,"[(38.0692748, 21.87273042232539), (37.00262545, 26.992424179156217), (38.2379344, 20.560883)]"
Άνθρωπος βαρυορρίζικος ατός του κι' απατός του,"{'Αμοργός', 'Θήρα (Σαντορίνη)'}",2,"{'Αμοργός', 'Θήρα (Σαντορίνη)'}",2,"[(36.85252415, 25.89848696771565), (36.4044251, 25.3958561)]"
Άνθρωπος ο πολυβούλος κι ο Θεός κοψοβούλος,"{'Αρκαδία>Γορτυνία', 'Αρκαδία>Δημητσάνα', 'Θεσπρωτία>Παραμυθιά'}",3,"{'Αρκαδία', 'Θεσπρωτία'}",2,"[(38.0368583, 23.6689264), (39.54401235, 20.308355368968883)]"
Άνθρωπος τ' ανθρώπου μοιάζει και το πράμα του πραμάτου,"{'Επτάνησος', 'Κρήτη', 'Κάλυμνος', 'Κεφαλληνία'}",4,"{'Επτάνησος', 'Κρήτη', 'Κάλυμνος', 'Κεφαλληνία'}",4,"[(38.8351105, 20.7094392), (35.3084952, 24.46334231842296), (37.00262545, 26.992424179156217), (38.2379344, 20.560883)]"
Άνθρωπος του σκοινιού και του παλουκιού,"{'Αμοργός', 'Ήπειρος', 'Λακωνία'}",3,"{'Αμοργός', 'Ήπειρος', 'Λακωνία'}",3,"[(36.85252415, 25.89848696771565), (37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Άνθρωπος χωρίς δουλειά της Χώρας η καταλαλιά,"{'Θράκη>Σουφλί', 'Ρούμελη'}",2,"{'Θράκη', 'Ρούμελη'}",2,"[(40.8464241, 25.8759377), (35.4049682, 24.7001033)]"
Άνοιξε η γη και τον κατάπιε,"{'Μικρά Ασία>Βουρλά', 'Μικρά Ασία>Κυδωνία', 'Ιωάννινα>Μέγα Περιστέρι'}",3,"{'Ιωάννινα', 'Μικρά Ασία'}",2,"[(39.6639818, 20.8522784), (38.1846366, 23.5122768)]"
Άντρα θέλω τώρα θέλω,"{'Αδριανούπολη', 'Καστοριά'}",2,"{'Αδριανούπολη', 'Καστοριά'}",2,"[(41.6759327, 26.5587225), (40.5217946, 21.2634954)]"
Άντρα θέλω τώρα τον θέλω,"{'Τήλος', 'Κοζάνη>Μηλιά', 'Ήπειρος>Δρόβιανη'}",3,"{'Κοζάνη', 'Τήλος', 'Ήπειρος'}",3,"[(40.3007259, 21.7883119), (36.42930045, 27.31633943341712), (37.9574332, 23.7108518)]"
"Άντρα θέλω, τώρα θέλω","{'Μακεδονία', 'Σίφνος', 'Ανατολική Θράκη', 'Θράκη>Σωζόπολη'}",4,"{'Μακεδονία', 'Σίφνος', 'Θράκη', 'Ανατολική Θράκη'}",4,"[(40.6860291, 23.6933899), (36.9714014, 24.70811041776585), (40.8464241, 25.8759377), (41.6759327, 26.5587225)]"
"Άντρα θέλω, τώρα τον θέλω","{'Αμοργός', 'Μικρά Ασία>Βουρλά', 'Κοζάνη>Βόϊο>Γαλατινή'}",3,"{'Αμοργός', 'Κοζάνη', 'Μικρά Ασία'}",3,"[(36.85252415, 25.89848696771565), (40.3007259, 21.7883119), (38.1846366, 23.5122768)]"
Άξιος ο μισθός σου!,"{'Αμοργός', 'Επτάνησος'}",2,"{'Αμοργός', 'Επτάνησος'}",2,"[(36.85252415, 25.89848696771565), (38.8351105, 20.7094392)]"
Άπιαστα περδίκια πέντε στον παρά,"{'Αρκαδία>Γορτυνία', 'Κοζάνη>Βόϊο>Βυθός'}",2,"{'Αρκαδία', 'Κοζάνη'}",2,"[(38.0368583, 23.6689264), (40.3007259, 21.7883119)]"
Άπιαστα πουλιά δέκα στον παρά,"{'Αμοργός', 'Μεσσηνία', 'Καστοριά>Απόσκεπος', 'Αχαΐα>Αίγιο', 'Μικρά Ασία>Κύζικος>Αρτάκη'}",5,"{'Αμοργός', 'Αχαΐα', 'Καστοριά', 'Μικρά Ασία', 'Μεσσηνία'}",5,"[(36.85252415, 25.89848696771565), (38.0692748, 21.87273042232539), (40.5217946, 21.2634954), (38.1846366, 23.5122768), (36.986899050000005, 21.82712495001949)]"
Άπιαστα πουλιά χίλια ς τον παρά,"{'Αχαΐα>Πάτρα', 'Εύβοια>Κύμη'}",2,"{'Αχαΐα', 'Εύβοια'}",2,"[(38.0692748, 21.87273042232539), (38.49417235, 23.91108439913793)]"
Άπιαστα πουλιά χίλια στον παρά,"{'Αμοργός', 'Μικρά Ασία>Σινώπη', 'Ιωάννινα>Μέγα Περιστέρι', 'Κορινθία>Τρίκαλα', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Κρήτη', 'Ήπειρος', 'Κρήτη>Λασίθι>Άγιος Κωνσταντίνος', 'Ημαθία>Βασσαράς', 'Ήπειρος>Κόνιτσα', 'Αρκαδία>Κυνουρία>Βούρβουρα', 'Βόρειος Ήπειρος>Ντερβιτσάνη Αργυροκάστρου'}",12,"{'Αμοργός', 'Ημαθία', 'Ιωάννινα', 'Κρήτη', 'Ήπειρος', 'Μικρά Ασία', 'Βόρειος Ήπειρος', 'Αρκαδία', 'Κορινθία'}",9,"[(36.85252415, 25.89848696771565), (40.51703795, 22.18071972652394), (39.6639818, 20.8522784), (35.3084952, 24.46334231842296), (37.9574332, 23.7108518), (38.1846366, 23.5122768), (39.49035545, 20.25713680999684), (38.0368583, 23.6689264), (37.96299085, 22.733342367236247)]"
Άπιαστα πουλιά χίλια στον παρά!,"{'Μικρά Ασία>Κυδωνία', 'Βόρειος Ήπειρος'}",2,"{'Μικρά Ασία', 'Βόρειος Ήπειρος'}",2,"[(38.1846366, 23.5122768), (39.49035545, 20.25713680999684)]"
"Άπιαστα πουλιά, χίλια στο παρά","{'Θεσπρωτία>Κωστάνα', 'Κεφαλληνία>Λειβαθώ', 'Κρήτη>Σητεία>Σκοπή'}",3,"{'Κρήτη', 'Κεφαλληνία', 'Θεσπρωτία'}",3,"[(35.3084952, 24.46334231842296), (38.2379344, 20.560883), (39.54401235, 20.308355368968883)]"
"Άπιαστα πουλιά, χίλια στον παρά","{'Κρήτη>Βιάννος', 'Κεφαλληνία>Λειβαθώ', 'Λακωνία>Σπάρτη'}",3,"{'Κρήτη', 'Κεφαλληνία', 'Λακωνία'}",3,"[(35.3084952, 24.46334231842296), (38.2379344, 20.560883), (36.76027945, 22.79046431389755)]"
Άπιαστος κλέφτης καθάριος νοικοκύρης,"{'Λακωνία', 'Κάρπαθος', 'Φιλιππούπολη', 'Κρήτη', 'Καστελλόριζο (Μεγίστη)', 'Ήπειρος', 'Ημαθία>Βασσαράς', 'Εύβοια>Αγία Άννα', 'Μικρά Ασία>Βιθυνία>Σιγή', 'Θράκη>Σουφλί', 'Θράκη>Σηλυβρία'}",11,"{'Ημαθία', 'Κάρπαθος', 'Λακωνία', 'Φιλιππούπολη', 'Κρήτη', 'Καστελλόριζο (Μεγίστη)', 'Ήπειρος', 'Μικρά Ασία', 'Θράκη', 'Εύβοια'}",10,"[(40.51703795, 22.18071972652394), (35.6136611, 27.11925668821135), (36.76027945, 22.79046431389755), (39.6327644, 22.3965233), (35.3084952, 24.46334231842296), (36.14380335, 29.58738313435298), (37.9574332, 23.7108518), (38.1846366, 23.5122768), (40.8464241, 25.8759377), (38.49417235, 23.91108439913793)]"
"Άπιαστος κλέφτης, καθάριος νοικοκύρης","{'Θράκη>Σωζόπολη', 'Κάρπαθος', 'Κρήτη', 'Ήπειρος', 'Μικρά Ασία>Κύζικος>Αρτάκη'}",5,"{'Κάρπαθος', 'Κρήτη', 'Ήπειρος', 'Μικρά Ασία', 'Θράκη'}",5,"[(35.6136611, 27.11925668821135), (35.3084952, 24.46334231842296), (37.9574332, 23.7108518), (38.1846366, 23.5122768), (40.8464241, 25.8759377)]"
Άπλυτα σκουτιά κι' οι αμαρτίες μαζεύονται γλήγορα,"{'Μεσσηνία', 'Αρκαδία>Γορτυνία'}",2,"{'Μεσσηνία', 'Αρκαδία'}",2,"[(36.986899050000005, 21.82712495001949), (38.0368583, 23.6689264)]"
Άρα και κατάρα,"{'Αμοργός', 'Αχαΐα>Καλάβρυτα'}",2,"{'Αμοργός', 'Αχαΐα'}",2,"[(36.85252415, 25.89848696771565), (38.0692748, 21.87273042232539)]"
Άρα κατάρα,"{'Μακεδονία', 'Νάξος>Δαμαριώνας', 'Αρκαδία>Δημητσάνα', 'Αδριανούπολη', 'Ήπειρος>Ζαγόρι>Βίτσα'}",5,"{'Ήπειρος', 'Νάξος', 'Αδριανούπολη', 'Μακεδονία', 'Αρκαδία'}",5,"[(37.9574332, 23.7108518), (37.06001045, 25.47075670857837), (41.6759327, 26.5587225), (40.6860291, 23.6933899), (38.0368583, 23.6689264)]"
Άρα μάρα,"{'Ήπειρος', 'Αιτωλία', 'Ημαθία>Βασσαράς', 'Καστοριά', 'Πόντος'}",5,"{'Ημαθία', 'Ήπειρος', 'Αιτωλία', 'Καστοριά', 'Πόντος'}",5,"[(40.51703795, 22.18071972652394), (37.9574332, 23.7108518), (37.4204248, 24.9479564), (40.5217946, 21.2634954), (40.0850088, 23.9775837)]"
Άρα μάρα και κατάρα,"{'Αμοργός', 'Λακωνία'}",2,"{'Αμοργός', 'Λακωνία'}",2,"[(36.85252415, 25.89848696771565), (36.76027945, 22.79046431389755)]"
Άρατα θέματα,"{'Αμοργός', 'Κρήτη', 'Αρκαδία>Γορτυνία'}",3,"{'Αμοργός', 'Κρήτη', 'Αρκαδία'}",3,"[(36.85252415, 25.89848696771565), (35.3084952, 24.46334231842296), (38.0368583, 23.6689264)]"
Άρατε πύλας,"{'Αμοργός', 'Κύπρος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",3,"{'Αμοργός', 'Κύπρος', 'Μικρά Ασία'}",3,"[(36.85252415, 25.89848696771565), (34.9823018, 33.1451285), (38.1846366, 23.5122768)]"
Άργησε και φέρ' αλεύρι,"{'Χίος', 'Ρόδος>Αφάντος', 'Νάξος>Απείρανθος', 'Ρόδος'}",4,"{'Χίος', 'Νάξος', 'Ρόδος'}",3,"[(38.37581315, 26.064655246170453), (37.06001045, 25.47075670857837), (36.17262995, 27.919418145633188)]"
Άρες μάρες,"{'Αρκαδία', 'Θράκη>Αίνος'}",2,"{'Αρκαδία', 'Θράκη'}",2,"[(38.0368583, 23.6689264), (40.8464241, 25.8759377)]"
Άρες μάρες κουκουμάρες,"{'Θήρα (Σαντορίνη)', 'Κάρπαθος', 'Ρόδος'}",3,"{'Θήρα (Σαντορίνη)', 'Κάρπαθος', 'Ρόδος'}",3,"[(36.4044251, 25.3958561), (35.6136611, 27.11925668821135), (36.17262995, 27.919418145633188)]"
Άρες μάρες κουκουνάρες,"{'Ιωάννινα>Μέγα Περιστέρι', 'Αρκαδία>Γορτυνία', 'Αρκαδία>Γορτυνία>Λάστα', 'Φιλιππούπολη'}",4,"{'Αρκαδία', 'Ιωάννινα', 'Φιλιππούπολη'}",3,"[(38.0368583, 23.6689264), (39.6639818, 20.8522784), (39.6327644, 22.3965233)]"
Άρες μάρες κουταμάρες,"{'Μικρά Ασία>Κυδωνία', 'Θράκη>Πετροχώρι Μετρών'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
"Άρες, μάρες, κουκουνάρες","{'Θράκη>Αίνος', 'Εύβοια>Κάρυστος', 'Αρκαδία>Μεγαλόπολη'}",3,"{'Θράκη', 'Αρκαδία', 'Εύβοια'}",3,"[(40.8464241, 25.8759377), (38.0368583, 23.6689264), (38.49417235, 23.91108439913793)]"
Άρις μάρις κουκουνάρις,"{'Θράκη>Αίνος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
Άρμα πυρός και ίππος πυρός,"{'Αμοργός', 'Λακωνία', 'Ρόδος'}",3,"{'Αμοργός', 'Λακωνία', 'Ρόδος'}",3,"[(36.85252415, 25.89848696771565), (36.76027945, 22.79046431389755), (36.17262995, 27.919418145633188)]"
Άρμεγε και κούρευε λάλει και δερμάτχιαζε,"{'Πήλιο>Ζαγορά', 'Αιτωλία>Άγραφα'}",2,"{'Αιτωλία', 'Πήλιο'}",2,"[(37.4204248, 24.9479564), (39.3650875, 23.1355607)]"
"Άρμεγε και κούρευε, χέζε και δεμάτιαζε","{'Επτάνησος', 'Αχαΐα>Πάτρα'}",2,"{'Επτάνησος', 'Αχαΐα'}",2,"[(38.8351105, 20.7094392), (38.0692748, 21.87273042232539)]"
"Άρμιγι κι κούριβι, χέζι κι διρμάτιαζι","{'Μικρά Ασία>Αδραμύττιο', 'Μακεδονία>Ρουμλούκι'}",2,"{'Μακεδονία', 'Μικρά Ασία'}",2,"[(40.6860291, 23.6933899), (38.1846366, 23.5122768)]"
Άρον άρον,"{'Θράκη>Σαράντα Εκκλησίες', 'Αμοργός'}",2,"{'Θράκη', 'Αμοργός'}",2,"[(40.8464241, 25.8759377), (36.85252415, 25.89848696771565)]"
Άρον άρον σταύρωσον αυτόν,"{'Θράκη>Μάδυτος', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
"Άρον, άρον","{'Κύπρος', 'Ήπειρος'}",2,"{'Κύπρος', 'Ήπειρος'}",2,"[(34.9823018, 33.1451285), (37.9574332, 23.7108518)]"
Άρπαξε να φάς και κλέψε να 'χης,"{'Ήπειρος', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Ήπειρος'}",2,"[(38.0692748, 21.87273042232539), (37.9574332, 23.7108518)]"
Άρπαξε να φας και κλέψε νάχης,"{'Αμοργός', 'Μακεδονία', 'Μικρά Ασία>Σινώπη', 'Θεσπρωτία>Παραμυθιά'}",4,"{'Αμοργός', 'Μακεδονία', 'Μικρά Ασία', 'Θεσπρωτία'}",4,"[(36.85252415, 25.89848696771565), (40.6860291, 23.6933899), (38.1846366, 23.5122768), (39.54401235, 20.308355368968883)]"
Άρπαξε να φας και κλέψε να χης,"{'Μικρά Ασία>Σινώπη', 'Κάρπαθος', 'Φιλιππούπολη', 'Ήπειρος', 'Μικρά Ασία>Κύζικος>Πάνορμος', 'Μικρά Ασία>Κύζικος', 'Αχαΐα>Πάτρα'}",7,"{'Κάρπαθος', 'Φιλιππούπολη', 'Αχαΐα', 'Ήπειρος', 'Μικρά Ασία'}",5,"[(35.6136611, 27.11925668821135), (39.6327644, 22.3965233), (38.0692748, 21.87273042232539), (37.9574332, 23.7108518), (38.1846366, 23.5122768)]"
Άρρατα θέματα,"{'Αδριανούπολη', 'Θράκη>Πετροχώρι Μετρών', 'Μικρά Ασία>Σινώπη', 'Λέσβος'}",4,"{'Αδριανούπολη', 'Θράκη', 'Μικρά Ασία', 'Λέσβος'}",4,"[(41.6759327, 26.5587225), (40.8464241, 25.8759377), (38.1846366, 23.5122768), (39.17584185, 25.99891345023241)]"
"Άρρατα θέματα, κουκκιά μαγερεμένα","{'Μικρά Ασία>Σινώπη', 'Πόντος>Οινόη'}",2,"{'Πόντος', 'Μικρά Ασία'}",2,"[(40.0850088, 23.9775837), (38.1846366, 23.5122768)]"
Άρρητ' αθέμιτα,"{'Θράκη>Αίνος', 'Ήπειρος', 'Ιωάννινα>Νεγάδες'}",3,"{'Θράκη', 'Ιωάννινα', 'Ήπειρος'}",3,"[(40.8464241, 25.8759377), (39.6639818, 20.8522784), (37.9574332, 23.7108518)]"
Άρρητ' αθέμιτα κουκκιά μαγειρεμένα,"{'Αδριανούπολη', 'Μικρά Ασία>Λιβίσσι (Λειβίσσι)'}",2,"{'Αδριανούπολη', 'Μικρά Ασία'}",2,"[(41.6759327, 26.5587225), (38.1846366, 23.5122768)]"
Άρρητα αθέμιτα,"{'Μικρά Ασία>Σινώπη', 'Κρήτη'}",2,"{'Κρήτη', 'Μικρά Ασία'}",2,"[(35.3084952, 24.46334231842296), (38.1846366, 23.5122768)]"
Άρτα ρήματα,"{'Λακωνία', 'Μάνη>Γέρμα'}",2,"{'Μάνη', 'Λακωνία'}",2,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755)]"
Άρτσι βούρτσι,"{'Μικρά Ασία>Βουρλά', 'Θράκη>Επιβάται'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
Άρχοντας με δίχως βιός πεινασμένος ποντικός,"{'Αρκαδία>Γορτυνία', 'Αχαΐα>Πάτρα'}",2,"{'Αρκαδία', 'Αχαΐα'}",2,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539)]"
Άσκεπτος νους διπλός ο κόπος,"{'Κως>Πυλί', 'Κοζάνη>Μηλιά'}",2,"{'Κοζάνη', 'Κως'}",2,"[(40.3007259, 21.7883119), (36.79369325, 27.084826562878217)]"
"Άσκεπτος ο νους, διπλός ο κόπος","{'Μικρά Ασία>Σινώπη', 'Κρήτη>Κυδωνία', 'Νάξος>Απείρανθος'}",3,"{'Κρήτη', 'Νάξος', 'Μικρά Ασία'}",3,"[(35.3084952, 24.46334231842296), (37.06001045, 25.47075670857837), (38.1846366, 23.5122768)]"
