text,place,place_num,area,area_num,latlon
Πότε μήλα πότε φύλλα,"{'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Ήπειρος>Κόνιτσα', 'Καστοριά', 'Μακεδονία>Βογατσικό'}",4,"{'Μακεδονία', 'Ήπειρος', 'Καστοριά'}",3,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518), (40.5217946, 21.2634954)]"
"Πότε πήττα και φλασκί, πότε πήττα μοναχή","{'Αμοργός', 'Επτάνησος'}",2,"{'Αμοργός', 'Επτάνησος'}",2,"[(36.85252415, 25.89848696771565), (38.8351105, 20.7094392)]"
"Πότε πήττα με λαρδί, πότε πήττα μοναχή","{'Αμοργός', 'Σκύρος'}",2,"{'Αμοργός', 'Σκύρος'}",2,"[(36.85252415, 25.89848696771565), (38.87304355, 24.524477385184014)]"
Πότε πίτα με λαρδί πότε πίτα μοναχή,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
"Πότε πίττα και τυρί, πότε πίττα μοναχή","{'Θεσπρωτία>Κωστάνα', 'Μικρά Ασία>Βιθυνία>Τρίγλεια'}",2,"{'Μικρά Ασία', 'Θεσπρωτία'}",2,"[(38.1846366, 23.5122768), (39.54401235, 20.308355368968883)]"
"Πότε πίττα και φλασκί, πότε πίττα μοναχή","{'Επτάνησος', 'Κεφαλληνία', 'Φιλιππούπολη'}",3,"{'Επτάνησος', 'Κεφαλληνία', 'Φιλιππούπολη'}",3,"[(38.8351105, 20.7094392), (38.2379344, 20.560883), (39.6327644, 22.3965233)]"
"Πότε πίττα με τυρί, πότε πίττα μοναχή","{'Μακεδονία', 'Θράκη>Πετροχώρι Μετρών', 'Ανατολική Θράκη'}",3,"{'Μακεδονία', 'Θράκη', 'Ανατολική Θράκη'}",3,"[(40.6860291, 23.6933899), (40.8464241, 25.8759377), (41.6759327, 26.5587225)]"
Πότε πρόκοψ' η καημένη; Το Σαββάτο που σημαίνει,"{'Ανατολική Θράκη', 'Λακωνία>Σπάρτη'}",2,"{'Λακωνία', 'Ανατολική Θράκη'}",2,"[(36.76027945, 22.79046431389755), (41.6759327, 26.5587225)]"
Πότε πρόκοψε η καημένη; Το Σαββάτο που σημαίνει,"{'Κύθηρα', 'Μεσσηνία>Μανιάκι', 'Αργολίδα>Σχοινοχώρι'}",3,"{'Κύθηρα', 'Αργολίδα', 'Μεσσηνία'}",3,"[(36.258028800000005, 23.002435236230205), (37.56626615, 22.85593894780862), (36.986899050000005, 21.82712495001949)]"
Πότε φύλλα πότε μήλα,"{'Ήπειρος>Ζαγόρι>Γρεβενίτι', 'Μακεδονία>Σισάνι>Λιμπόχοβο', 'Ήπειρος', 'Ήπειρος>Ζαγόρι>Βίτσα'}",4,"{'Μακεδονία', 'Ήπειρος'}",2,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518)]"
Πότι φύλλα πότι μήλα,"{'Αδριανούπολη', 'Ήπειρος>Δολιανά'}",2,"{'Αδριανούπολη', 'Ήπειρος'}",2,"[(41.6759327, 26.5587225), (37.9574332, 23.7108518)]"
Ράβε ξήλωνε δουλειά να μή σε λείπη,"{'Αχαΐα>Καλάβρυτα', 'Καστοριά', 'Εύβοια>Κύμη'}",3,"{'Αχαΐα', 'Καστοριά', 'Εύβοια'}",3,"[(38.0692748, 21.87273042232539), (40.5217946, 21.2634954), (38.49417235, 23.91108439913793)]"
Ράβε ξύλωνε δουλειά να μή σού λείπη,"{'Ήπειρος>Κόνιτσα', 'Ήπειρος>Κόνιτσα>Βούρμπιανη', 'Ρούμελη'}",3,"{'Ήπειρος', 'Ρούμελη'}",2,"[(37.9574332, 23.7108518), (35.4049682, 24.7001033)]"
"Ράβε, ξήλωνε, δουλειά να μή σου λείπη","{'Θήρα (Σαντορίνη)', 'Αρκαδία>Γορτυνία', 'Αρκαδία>Δημητσάνα'}",3,"{'Αρκαδία', 'Θήρα (Σαντορίνη)'}",2,"[(38.0368583, 23.6689264), (36.4044251, 25.3958561)]"
"Ράβε, ξύλωνε, δουλειά να μή σού λείπη","{'Κορινθία>Τρίκαλα', 'Νάξος>Απείρανθος'}",2,"{'Κορινθία', 'Νάξος'}",2,"[(37.96299085, 22.733342367236247), (37.06001045, 25.47075670857837)]"
"Ράφτρα, κόφτα, μάγισσα, μοιρολογίστρα και μαμή","{'Κεφαλληνία', 'Λακωνία'}",2,"{'Κεφαλληνία', 'Λακωνία'}",2,"[(38.2379344, 20.560883), (36.76027945, 22.79046431389755)]"
Ρίξε κώλο να βρης τόπο,"{'Αμοργός', 'Ανάφη', 'Λακωνία'}",3,"{'Αμοργός', 'Ανάφη', 'Λακωνία'}",3,"[(36.85252415, 25.89848696771565), (36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Ρεφινίζοντας και μη αμαρτάνοντας,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Ρούπι και βελονιά παστρικά και γλήγορα,"{'Ήπειρος', 'Θεσσαλία', 'Λακωνία'}",3,"{'Λακωνία', 'Ήπειρος', 'Θεσσαλία'}",3,"[(36.76027945, 22.79046431389755), (37.9574332, 23.7108518), (39.5594194, 21.6848495)]"
Ρωτουν και της γυφτους όταν κάνουν στ' αγάδες μπαϊράμι,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
Ρώτα με και κόψε με,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
Σ του κουφού την πόρτα όσο θέλεις βρόντα,"{'Δαρδανέλλια (Ελλήσποντος)', 'Μήλος', 'Εύβοια>Κύμη', 'Θράκη>Αίνος', 'Θράκη>Σηλυβρία', 'Μακεδονία>Σισάνι>Λιμπόχοβο'}",6,"{'Δαρδανέλλια (Ελλήσποντος)', 'Μήλος', 'Θράκη', 'Εύβοια', 'Μακεδονία'}",5,"[(40.3376058, 26.6408207), (36.70934405, 24.506833813253667), (40.8464241, 25.8759377), (38.49417235, 23.91108439913793), (40.6860291, 23.6933899)]"
Σ του κουφού την πόρτα όσον θέλεις βρόντα,"{'Αδριανούπολη', 'Χίος>Νένητα'}",2,"{'Αδριανούπολη', 'Χίος'}",2,"[(41.6759327, 26.5587225), (38.37581315, 26.064655246170453)]"
Σ' αγαπάει η πεθερά σου,"{'Ήπειρος', 'Ανατολική Θράκη', 'Θεσπρωτία>Παραμυθιά'}",3,"{'Ήπειρος', 'Ανατολική Θράκη', 'Θεσπρωτία'}",3,"[(37.9574332, 23.7108518), (41.6759327, 26.5587225), (39.54401235, 20.308355368968883)]"
Σ' την άκρη σκάει η σφεντόνα,"{'Αχαΐα>Καλάβρυτα', 'Αρκαδία>Λεοντάρι', 'Αχαΐα>Πάτρα'}",3,"{'Αρκαδία', 'Αχαΐα'}",2,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539)]"
"Σάπια γνέματα, παλιά πανιά","{'Κεφαλληνία>Παλική', 'Ιθάκη', 'Κεφαλληνία>Αγία Θέκλη'}",3,"{'Ιθάκη', 'Κεφαλληνία'}",2,"[(38.401896050000005, 20.67009288735949), (38.2379344, 20.560883)]"
"Σάπια νήματα, σκατά παννιά","{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Σάτρα πάτρα,"{'Αμοργός', 'Καστελλόριζο (Μεγίστη)'}",2,"{'Αμοργός', 'Καστελλόριζο (Μεγίστη)'}",2,"[(36.85252415, 25.89848696771565), (36.14380335, 29.58738313435298)]"
Σέρνει ο Γιάννης τον Γιάννη κι η Γιάννενα το Γιάννη,"{'Επτάνησος', 'Κρήτη>Ινναχώριο>Τοπόλια'}",2,"{'Επτάνησος', 'Κρήτη'}",2,"[(38.8351105, 20.7094392), (35.3084952, 24.46334231842296)]"
Σήκου σύ να κάτσω εγώ,"{'Αρκαδία>Γορτυνία', 'Φιλιππούπολη'}",2,"{'Αρκαδία', 'Φιλιππούπολη'}",2,"[(38.0368583, 23.6689264), (39.6327644, 22.3965233)]"
"Σήκω συ, να κάτσω 'γώ!","{'Μεσσηνία>Αετός Τριφυλίας', 'Άνδρος'}",2,"{'Μεσσηνία', 'Άνδρος'}",2,"[(36.986899050000005, 21.82712495001949), (37.8408347, 24.86238235981581)]"
Σήκω σύ να κάτσω 'γώ,"{'Μικρά Ασία>Βουρλά', 'Φιλιππούπολη'}",2,"{'Μικρά Ασία', 'Φιλιππούπολη'}",2,"[(38.1846366, 23.5122768), (39.6327644, 22.3965233)]"
Σα βριμέν' γάτα,"{'Σέρρες', 'Μακεδονία>Ρουμλούκι'}",2,"{'Μακεδονία', 'Σέρρες'}",2,"[(40.6860291, 23.6933899), (41.0910711, 23.5498031)]"
Σα γαιδούρ' με σέλλα,"{'Ήπειρος>Ζαγόρι', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (37.9574332, 23.7108518)]"
Σα μαθ' ο σκύλος να πνίγη κακό κυνήγι κάνει,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
"Σα μιλάς και δεν σ' ακούνε, πάντεχε τ' είσαι στο μύλο","{'Αχαΐα>Πάτρα', 'Εύβοια>Κύμη'}",2,"{'Αχαΐα', 'Εύβοια'}",2,"[(38.0692748, 21.87273042232539), (38.49417235, 23.91108439913793)]"
Σα μύγα σε βλέπω,"{'Αρκαδία>Γορτυνία', 'Πήλιο>Ζαγορά'}",2,"{'Αρκαδία', 'Πήλιο'}",2,"[(38.0368583, 23.6689264), (39.3650875, 23.1355607)]"
Σαν βδέλλα του ρούφηξε το αίμα,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Σαν δουλεύω και πεινώ ας κάθομαι να πεινώ,"{'Θράκη>Αίνος', 'Μικρά Ασία>Κύζικος>Αρτάκη'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
Σαν λαδωμένος ποντικός,"{'Αμοργός', 'Αρκαδία>Γορτυνία'}",2,"{'Αμοργός', 'Αρκαδία'}",2,"[(36.85252415, 25.89848696771565), (38.0368583, 23.6689264)]"
Σαν νύφ' από Δευτέρα,"{'Ιωάννινα>Μέγα Περιστέρι', 'Θεσπρωτία>Παραμυθιά'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Σαν πεθάν η μάννα μου καμμιά μην απομείνη,"{'Ήπειρος', 'Λακωνία'}",2,"{'Ήπειρος', 'Λακωνία'}",2,"[(37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Σαν περάση το κέφι μου λεμόνι στο μεζέ σου,"{'Λακωνία', 'Θεσσαλία'}",2,"{'Θεσσαλία', 'Λακωνία'}",2,"[(39.5594194, 21.6848495), (36.76027945, 22.79046431389755)]"
"Σαν σου μιλά και μου σφυρίζεις, καταλαβαίνω την πολιτειά σου","{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Σαν τ' αρνιά στο μακελειό,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Σαν τέτοια τέτοια λάχανα σαν τέτοιες ρεπανίδες έχω κ' εγώ 'ς τον κήπο μου σαραντα πέντε ρίζες,"{'Θράκη>Αίνος', 'Ίμβρος>Χατζηγήριο'}",2,"{'Θράκη', 'Ίμβρος'}",2,"[(40.8464241, 25.8759377), (35.2541539, 24.1704124)]"
Σαν τα γουμάρια στ' Ζίτσα,"{'Ήπειρος>Ζαγόρι', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (37.9574332, 23.7108518)]"
Σαν τα κακά προγόνια τρώγονται,"{'Λακωνία', 'Ρούμελη'}",2,"{'Λακωνία', 'Ρούμελη'}",2,"[(36.76027945, 22.79046431389755), (35.4049682, 24.7001033)]"
Σαν τα κοράκια στο ψοφίμι,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Σαν την μύγα μεσ το γάλα,"{'Θράκη>Αυδήμιο', 'Μεσσηνία>Καλαμάτα'}",2,"{'Θράκη', 'Μεσσηνία'}",2,"[(40.8464241, 25.8759377), (36.986899050000005, 21.82712495001949)]"
Σαν της παλαβής τα μαλλιά,"{'Αδριανούπολη', 'Φιλιππούπολη'}",2,"{'Αδριανούπολη', 'Φιλιππούπολη'}",2,"[(41.6759327, 26.5587225), (39.6327644, 22.3965233)]"
Σαν το σκυλί στ' αμπέλι,"{'Θεσσαλία>Τρίκαλα', 'Θεσπρωτία>Παραμυθιά'}",2,"{'Θεσσαλία', 'Θεσπρωτία'}",2,"[(39.5594194, 21.6848495), (39.54401235, 20.308355368968883)]"
Σαν τον άμμο της θάλασσας,"{'Καστελλόριζο (Μεγίστη)', 'Ανατολική Θράκη'}",2,"{'Καστελλόριζο (Μεγίστη)', 'Ανατολική Θράκη'}",2,"[(36.14380335, 29.58738313435298), (41.6759327, 26.5587225)]"
Σαν τον κάβουρα,"{'Αμοργός', 'Ανατολική Θράκη'}",2,"{'Αμοργός', 'Ανατολική Θράκη'}",2,"[(36.85252415, 25.89848696771565), (41.6759327, 26.5587225)]"
Σαν του μπούφου το πουλί,"{'Μεσσηνία', 'Λακωνία'}",2,"{'Μεσσηνία', 'Λακωνία'}",2,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755)]"
Σαν τση τρελής τα μαλλιά,"{'Ήπειρος', 'Μικρά Ασία>Κύζικος>Πάνορμος'}",2,"{'Ήπειρος', 'Μικρά Ασία'}",2,"[(37.9574332, 23.7108518), (38.1846366, 23.5122768)]"
Σαράντα Καλαματιανοί φορτώνουν ένα γάιδαρο και πάλιν έλεγαν ανάθεμα στη μοναξιά,"{'Μάνη', 'Λακωνία'}",2,"{'Μάνη', 'Λακωνία'}",2,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755)]"
Σαράντα βλάχοι μ' ένα κουτάλι,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Σαράντα πέντε Γιάννηδες ενός κοκκόρου γνώση,"{'Μικρά Ασία>Βουρλά', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Μικρά Ασία'}",2,"[(39.6639818, 20.8522784), (38.1846366, 23.5122768)]"
Σαράντα πέντε Γιάννηδες ενός κοκόρου γνώση,"{'Μικρά Ασία>Βιθυνία>Σιγή', 'Φιλιππούπολη'}",2,"{'Μικρά Ασία', 'Φιλιππούπολη'}",2,"[(38.1846366, 23.5122768), (39.6327644, 22.3965233)]"
Σαράντα πέντε Γιάννηδες ενός κοκόρου γνώσι,"{'Θεσπρωτία>Κωστάνα', 'Πρέβεζα>Πάργα>Καρυδέα'}",2,"{'Πρέβεζα', 'Θεσπρωτία'}",2,"[(38.9571673, 20.7516209), (39.54401235, 20.308355368968883)]"
"Σαράντα πέντε Γιάννηδες, ενός κοκκόρου γνώσι","{'Νίσυρος', 'Ρόδος'}",2,"{'Νίσυρος', 'Ρόδος'}",2,"[(36.58904575, 27.16918402255752), (36.17262995, 27.919418145633188)]"
Σαράντα τ' άλογο κ' εξήντα το σαμάρι,"{'Μακεδονία', 'Ήπειρος'}",2,"{'Μακεδονία', 'Ήπειρος'}",2,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518)]"
Σαράντα τ' άλογο κι εξήντα το σαμάρι,"{'Ιωάννινα', 'Φιλιππούπολη'}",2,"{'Ιωάννινα', 'Φιλιππούπολη'}",2,"[(39.6639818, 20.8522784), (39.6327644, 22.3965233)]"
Σαρδανάπαλος,"{'Μεσσηνία', 'Αιτωλία'}",2,"{'Μεσσηνία', 'Αιτωλία'}",2,"[(36.986899050000005, 21.82712495001949), (37.4204248, 24.9479564)]"
Σε γράφω στ' άγραφα,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Σε κλεισμένο στόμα μυίγα δεν μπαίνει,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
"Σε ξένο φαΐ, αλάτι μη βάζης","{'Ρούμελη', 'Κοζάνη>Βόϊο>Γαλατινή'}",2,"{'Κοζάνη', 'Ρούμελη'}",2,"[(40.3007259, 21.7883119), (35.4049682, 24.7001033)]"
Σε πουλεί και σ' αγοράζει,"{'Ανατολική Θράκη>Σηλυβρία', 'Κρήτη>Σητεία>Χαμέζι', 'Ανατολική Θράκη'}",3,"{'Κρήτη', 'Ανατολική Θράκη'}",2,"[(35.3084952, 24.46334231842296), (41.6759327, 26.5587225)]"
Σε τρώει η μύτη σου,"{'Κως', 'Μικρά Ασία>Βιθυνία'}",2,"{'Κως', 'Μικρά Ασία'}",2,"[(36.79369325, 27.084826562878217), (38.1846366, 23.5122768)]"
Σείξου να σε σείξω,"{'Μεσσηνία>Φιλιατρά', 'Λακωνία'}",2,"{'Μεσσηνία', 'Λακωνία'}",2,"[(36.986899050000005, 21.82712495001949), (36.76027945, 22.79046431389755)]"
Σείσε σείσε το κατσίκι έβαψε το κέρατο κι έβγαλε το μάτι,"{'Ανάφη', 'Λακωνία'}",2,"{'Ανάφη', 'Λακωνία'}",2,"[(36.37344365, 25.77730028296469), (36.76027945, 22.79046431389755)]"
Σειρά σου και σειρά μου,"{'Αργολίδα>Ερμιονίδα>Κρανίδι', 'Άνδρος'}",2,"{'Αργολίδα', 'Άνδρος'}",2,"[(37.56626615, 22.85593894780862), (37.8408347, 24.86238235981581)]"
Σηκώθ' η γριά απ' τον Άδη και γυρεύει παξιμάδι,"{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
Σηκώνουν το βόϊδι και βρίσκουν το μοσχάρι,"{'Θεσσαλία', 'Λακωνία'}",2,"{'Λακωνία', 'Θεσσαλία'}",2,"[(36.76027945, 22.79046431389755), (39.5594194, 21.6848495)]"
Σιγά και γλύστρησα,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Μέγα Περιστέρι'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Σιγά τον πολυέλαιο,"{'Ιωάννινα>Μέγα Περιστέρι', 'Μικρά Ασία>Κυδωνία'}",2,"{'Ιωάννινα', 'Μικρά Ασία'}",2,"[(39.6639818, 20.8522784), (38.1846366, 23.5122768)]"
Σκαλίδα πήγε μανάρα γύρισε,"{'Κρήτη', 'Λακωνία'}",2,"{'Κρήτη', 'Λακωνία'}",2,"[(35.3084952, 24.46334231842296), (36.76027945, 22.79046431389755)]"
"Σκαμνιού ποδάρ' τσακίστηκε, κρανίτικο στον τόπο","{'Μακεδονία', 'Ήπειρος'}",2,"{'Μακεδονία', 'Ήπειρος'}",2,"[(40.6860291, 23.6933899), (37.9574332, 23.7108518)]"
Σκατοδουλειά στο τζαμί,"{'Αρκαδία>Τρίπολη', 'Λακωνία', 'Αχαΐα>Πάτρα'}",3,"{'Αρκαδία', 'Αχαΐα', 'Λακωνία'}",3,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539), (36.76027945, 22.79046431389755)]"
Σκει κοιλιές και κάνει φανάρια,"{'Θράκη>Σωζόπολη', 'Ανατολική Θράκη'}",2,"{'Θράκη', 'Ανατολική Θράκη'}",2,"[(40.8464241, 25.8759377), (41.6759327, 26.5587225)]"
Σκλάβα με 'θωρείς κι' απάθερνον με θέλεις,"{'Ήπειρος', 'Λακωνία'}",2,"{'Ήπειρος', 'Λακωνία'}",2,"[(37.9574332, 23.7108518), (36.76027945, 22.79046431389755)]"
Σκλάβα με θωρείς και παρθενιά γυρεύεις;,"{'Επτάνησος', 'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",3,"{'Επτάνησος', 'Αχαΐα', 'Κεφαλληνία'}",3,"[(38.8351105, 20.7094392), (38.0692748, 21.87273042232539), (38.2379344, 20.560883)]"
"Σκόρδο και νερό, κάνει τον άνθρωπο γερό","{'Λακωνία', 'Ρούμελη'}",2,"{'Λακωνία', 'Ρούμελη'}",2,"[(36.76027945, 22.79046431389755), (35.4049682, 24.7001033)]"
Σκόρπισαν σαν του λαγού τα παιδιά,"{'Ευρυτανία', 'Ρόδος'}",2,"{'Ευρυτανία', 'Ρόδος'}",2,"[(37.9583631, 23.7569671), (36.17262995, 27.919418145633188)]"
Σκότωνε ζουρλούς και πλέρωνε τζερεμέδες,"{'Ήπειρος', 'Ημαθία>Βασσαράς'}",2,"{'Ημαθία', 'Ήπειρος'}",2,"[(40.51703795, 22.18071972652394), (37.9574332, 23.7108518)]"
"Σκότωνε ζουρλούς, πλέρωνε τζερεμέδες","{'Μεσσηνία>Μανιάκι', 'Αχαΐα>Πάτρα'}",2,"{'Μεσσηνία', 'Αχαΐα'}",2,"[(36.986899050000005, 21.82712495001949), (38.0692748, 21.87273042232539)]"
Σκότωνε τρελλούς πλήρωνε τζερεμέδες,"{'Μικρά Ασία>Βιθυνία>Τρίγλεια', 'Θράκη>Βιζύη'}",2,"{'Θράκη', 'Μικρά Ασία'}",2,"[(40.8464241, 25.8759377), (38.1846366, 23.5122768)]"
"Σκότωνε τρελλούς, πλήρωνε τζερεμέδες","{'Σέριφος', 'Εύβοια>Κύμη', 'Ανατολική Θράκη'}",3,"{'Σέριφος', 'Ανατολική Θράκη', 'Εύβοια'}",3,"[(37.1593553, 24.47365402258007), (41.6759327, 26.5587225), (38.49417235, 23.91108439913793)]"
Σουρωμένος,"{'Μικρά Ασία>Κύζικος', 'Άνδρος'}",2,"{'Μικρά Ασία', 'Άνδρος'}",2,"[(38.1846366, 23.5122768), (37.8408347, 24.86238235981581)]"
Σπίτι που δεν το βλέπει ο ήλιος το βλέπει ο γιατρός,"{'Κύθηρα', 'Χίος>Κάμπος'}",2,"{'Κύθηρα', 'Χίος'}",2,"[(36.258028800000005, 23.002435236230205), (38.37581315, 26.064655246170453)]"
Σπουδαία τα λάχανα,"{'Θεσπρωτία>Κωστάνα', 'Ιωάννινα>Νεγάδες'}",2,"{'Ιωάννινα', 'Θεσπρωτία'}",2,"[(39.6639818, 20.8522784), (39.54401235, 20.308355368968883)]"
Στ' αγκάθ' κατουράει,"{'Μικρά Ασία>Κύζικος>Πάνορμος', 'Μακεδονία>Βογατσικό'}",2,"{'Μακεδονία', 'Μικρά Ασία'}",2,"[(40.6860291, 23.6933899), (38.1846366, 23.5122768)]"
Στ' αγκάθια στέκιτι,"{'Ιωάννινα>Νεγάδες', 'Ήπειρος>Δολιανά'}",2,"{'Ιωάννινα', 'Ήπειρος'}",2,"[(39.6639818, 20.8522784), (37.9574332, 23.7108518)]"
Στάχτη στα μάτια,"{'Αμοργός', 'Μακεδονία'}",2,"{'Αμοργός', 'Μακεδονία'}",2,"[(36.85252415, 25.89848696771565), (40.6860291, 23.6933899)]"
Στέκεται σαν τη γάτα τη βρεμένη,"{'Κεφαλληνία', 'Αχαΐα>Πάτρα'}",2,"{'Αχαΐα', 'Κεφαλληνία'}",2,"[(38.0692748, 21.87273042232539), (38.2379344, 20.560883)]"
Στίς οχτώ του μακαρίτη άλλος μπαίνει μέσ' στό σπίτι,"{'Μεσσηνία', 'Εύβοια>Κονίστρα', 'Αρκαδία>Γορτυνία'}",3,"{'Μεσσηνία', 'Αρκαδία', 'Εύβοια'}",3,"[(36.986899050000005, 21.82712495001949), (38.0368583, 23.6689264), (38.49417235, 23.91108439913793)]"
Στα καλά καθούμενα,"{'Αμοργός', 'Φιλιππούπολη', 'Μικρά Ασία>Βουρλά', 'Αχαΐα>Καλάβρυτα', 'Κεφαλληνία', 'Αρκαδία>Δημητσάνα', 'Θράκη', 'Μακεδονία', 'Αρκαδία>Γορτυνία', 'Ανατολική Θράκη'}",10,"{'Αμοργός', 'Μακεδονία', 'Φιλιππούπολη', 'Αχαΐα', 'Κεφαλληνία', 'Μικρά Ασία', 'Θράκη', 'Αρκαδία', 'Ανατολική Θράκη'}",9,"[(36.85252415, 25.89848696771565), (40.6860291, 23.6933899), (39.6327644, 22.3965233), (38.0692748, 21.87273042232539), (38.2379344, 20.560883), (38.1846366, 23.5122768), (40.8464241, 25.8759377), (38.0368583, 23.6689264), (41.6759327, 26.5587225)]"
Στα κρύα του λουτρού,"{'Θράκη', 'Μακεδονία'}",2,"{'Θράκη', 'Μακεδονία'}",2,"[(40.8464241, 25.8759377), (40.6860291, 23.6933899)]"
Σταλαματιά – σταλαματιά γεμίζ' η στάμνα η πλατειά,"{'Κύπρος', 'Λευκάδα>Μεγανήσι>Βαθύ', 'Ημαθία>Βέροια'}",3,"{'Κύπρος', 'Λευκάδα', 'Ημαθία'}",3,"[(34.9823018, 33.1451285), (38.7065734, 20.641708855541477), (40.51703795, 22.18071972652394)]"
"Στείλε μου παπού ( μάνα ) την ευχή σου; ατός σου παιδί μου, και μετά βίας","{'Μάνη', 'Λακωνία'}",2,"{'Μάνη', 'Λακωνία'}",2,"[(41.4097472, 26.4024952), (36.76027945, 22.79046431389755)]"
Στενό σακκί φτωχού χαρά,"{'Λακωνία', 'Κεφαλληνία', 'Αχαΐα>Πάτρα', 'Αρκαδία>Λεοντάρι'}",4,"{'Αρκαδία', 'Αχαΐα', 'Κεφαλληνία', 'Λακωνία'}",4,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539), (38.2379344, 20.560883), (36.76027945, 22.79046431389755)]"
"Στενό σακκί, φτωχού χαρά!","{'Αρκαδία', 'Αχαΐα>Πάτρα'}",2,"{'Αρκαδία', 'Αχαΐα'}",2,"[(38.0368583, 23.6689264), (38.0692748, 21.87273042232539)]"
Στη βράση κολλάει το σίδερο,"{'Αθήνα', 'Αρκαδία>Γορτυνία>Σέρβος', 'Κεφαλληνία>Ελειός'}",3,"{'Αθήνα', 'Αρκαδία', 'Κεφαλληνία'}",3,"[(37.9839412, 23.7283052), (38.0368583, 23.6689264), (38.2379344, 20.560883)]"
"Στη λάσπη πέτρα μη ρήχνης, γιατί θα σε λερώση","{'Αθήνα', 'Λακωνία'}",2,"{'Αθήνα', 'Λακωνία'}",2,"[(37.9839412, 23.7283052), (36.76027945, 22.79046431389755)]"
